Name,Nickname,URL,Division,Record,Status,Place of Birth,Trains at,Age,Height,Weight,Octagon Debut,Reach,Sig. Strikes Landed,Sig. Strikes Attempted,Takedowns Landed,Takedowns Attempted,Sig. Str. Landed Per Min,Sig. Str. Absorbed Per Min,Takedown avg Per 15 Min,Submission avg Per 15 Min,Sig. Str. Defense,Takedown Defense,Knockdown Avg,Average fight time,Standing,Clinch,Ground,KO/TKO,DEC,SUB,head total,head percent,body total,body percent,leg total,leg percent,First Round Finishes,Fighting style,Leg reach,wins,losses,draws
Toby Misech,2Quick,https://www.ufc.com/athlete/toby-misech,Featherweight Division,10-5-0 (W-L-D),Active,"Hilo, United States",,24,68.00,145.50,"Apr. 20, 2023",,49,121,,2,3.27,7.73,0.00,0.00,46%,NA,0.00,900,49,0,0,0,0,0,33,67%,9,18%,7,14%,NA,,,10,5,0
Dokonjonosuke Mishima,,https://www.ufc.com/athlete/dokonjonosuke-mishima,Lightweight Division,17-6-2 (W-L-D),Not Fighting,"Hyogo Prefecture, Japan",,50,67.00,156.00,"Nov. 18, 2006",,7,41,,11,0.44,4.17,1.87,1.87,53%,25%,0.00,482,3,2,2,0,0,0,4,57%,2,29%,1,14%,NA,,,17,6,2
Maurice Mitchell,,https://www.ufc.com/athlete/maurice-mitchell,Featherweight Division,11-2-0 (W-L-D),Active,"Anchorage, United States",,35,69.00,144.00,"Apr. 20, 2023",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,11,2,0
Felix Lee Mitchell,,https://www.ufc.com/athlete/dokonzhonosuke-mishima-0,,0-0-0 (W-L-D),Not Fighting,United States,,,0.00,0.00,"Sep. 09, 1994",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Danny Mitchell,The Cheesecake Assassin,https://www.ufc.com/athlete/danny-mitchell,Welterweight Division,14-6-1 (W-L-D),Not Fighting,"Doncaster, United Kingdom",,36,74.00,171.00,"Mar. 08, 2014",74.00,76,154,,9,2.53,2.53,0.00,3.00,53%,100%,0.00,900,54,15,7,3,2,9,36,47%,18,24%,22,29%,NA,,,14,6,1
Bryce Mitchell,Thug Nasty,https://www.ufc.com/athlete/bryce-mitchell,Featherweight Division,15-2-0 (W-L-D),Active,"Texarkana, United States",,28,70.00,146.00,"Jul. 06, 2018",70.00,217,367,3,43,2.48,1.71,3.26,1.71,57%,33%,0.17,750,102,9,106,0,6,9,146,67%,59,27%,12,6%,8,MMA,40.00,15,2,0
Roman Mitichyan,The Emperor,https://www.ufc.com/athlete/roman-mitichyan,Welterweight Division,9-2-0 (W-L-D),Not Fighting,Armenia,,44,70.00,171.00,"Dec. 09, 2007",,2,12,,1,0.26,2.70,1.93,1.93,43%,25%,0.00,234,2,0,0,0,0,0,0,0%,0,0%,2,100%,NA,,,9,2,0
Matt Mitrione,,https://www.ufc.com/athlete/matt-mitrione,Heavyweight Division,9-5-0 (W-L-D),Not Fighting,"Bloomington, United States",,44,75.00,249.00,"Dec. 05, 2009",79.00,313,625,,2,3.55,2.79,0.00,0.68,65%,55%,1.53,378,235,30,48,0,0,0,225,72%,28,9%,60,19%,NA,,43.00,9,5,0
Eiji Mitsuoka,,https://www.ufc.com/athlete/eiji-mitsuoka,Featherweight Division,18-9-2 (W-L-D),Not Fighting,"Handa City, Japan",,47,67.00,145.00,"Feb. 25, 2012",,37,76,,6,3.33,9.28,1.35,1.35,46%,20%,1.35,333,36,0,1,0,0,0,35,95%,1,3%,1,3%,NA,,,18,9,2
Takeya Mizugaki,,https://www.ufc.com/athlete/takeya-mizugaki,Bantamweight Division,21-11-2 (W-L-D),Not Fighting,Japan,"Hakkei Gym Kanagawa, Japan",39,67.00,136.00,"Mar. 04, 2011",68.00,797,2143,,40,3.37,3.27,1.46,0.06,58%,70%,0.19,747,515,162,120,0,0,0,553,69%,180,23%,64,8%,NA,,38.00,21,11,2
Roxanne Modafferi,The Happy Warrior,https://www.ufc.com/athlete/roxanne-modafferi,Women's Flyweight Division,25-21-0 (W-L-D),Not Fighting,"Wilmington, United States","Syndicate MMA - Las Vegas, NV",40,67.00,126.00,"Dec. 01, 2013",69.00,668,2179,3,77,3.35,5.70,1.35,0.08,51%,30%,0.08,854,548,62,58,4,16,5,537,80%,81,12%,50,7%,NA,MMA,38.00,25,21,0
Bobby Moffett,The Wolfman,https://www.ufc.com/athlete/bobby-moffett,Featherweight Division,12-5-0 (W-L-D),Not Fighting,"Harvey, United States",,32,70.00,146.00,"Nov. 10, 2018",73.00,149,374,1,12,3.41,3.15,2.74,1.37,61%,67%,0.00,656,119,4,26,1,4,9,94,63%,33,22%,22,15%,NA,,40.00,12,5,0
Nate Mohr,,https://www.ufc.com/athlete/nate-mohr,Lightweight Division,8-6-0 (W-L-D),Not Fighting,"Davenport, United States",,39,69.00,156.00,"Apr. 05, 2007",,126,301,,2,3.79,2.50,0.45,0.00,75%,71%,0.00,499,110,9,7,0,0,0,83,66%,15,12%,28,22%,NA,,,8,6,0
Renato Moicano,,https://www.ufc.com/athlete/renato-moicano,Lightweight Division,17-5-1 (W-L-D),Active,"Brasilia, Brazil",American Top Team,33,71.00,155.80,"Dec. 20, 2014",72.00,601,1262,6,30,4.75,4.07,1.66,0.71,61%,74%,0.12,542,544,18,39,0,7,10,422,70%,59,10%,120,20%,4,Jiu-Jitsu,42.50,17,5,1
Thiago Moises,,https://www.ufc.com/athlete/thiago-moises,Lightweight Division,17-6-0 (W-L-D),Active,"Campinas, Brazil",American Top Team,27,69.00,155.50,"Nov. 10, 2018",70.50,291,744,,29,2.47,3.90,1.53,1.28,57%,61%,0.26,641,213,21,57,3,7,7,200,69%,41,14%,50,17%,4,MMA,39.00,17,6,0
Muhammad Mokaev,The Punisher,https://www.ufc.com/athlete/muhammad-mokaev,Flyweight Division,10-0-0 (W-L-D),Active,"Manchester, United Kingdom",Tiger Muay Thai,22,67.00,125.00,"Mar. 19, 2022",70.00,51,94,,41,1.14,0.87,7.34,1.34,62%,NA,0.33,674,33,1,17,2,3,5,23,45%,20,39%,8,16%,3,Wrestler,38.00,10,0,0
Suman Mokhtarian,,https://www.ufc.com/athlete/suman-mokhtarian,Featherweight Division,8-2-0 (W-L-D),Not Fighting,"Adelaide, Australia",,30,68.00,145.00,"Dec. 02, 2018",72.00,38,88,,1,2.21,6.85,0.00,0.00,49%,NA,0.00,517,32,4,2,1,1,6,15,39%,11,29%,12,32%,NA,,39.50,8,2,0
Ashkan Mokhtarian,The Assassin,https://www.ufc.com/athlete/ashkan-mokhtarian,Flyweight Division,13-3-0 (W-L-D),Not Fighting,"Tehran , Iran",,37,66.00,125.00,"Jun. 11, 2017",67.00,54,124,1,6,1.95,3.66,0.54,0.00,44%,33%,0.00,829,51,1,2,6,1,6,22,41%,13,24%,19,35%,NA,,38.00,13,3,0
Jeffrey Molina,El Jefe,https://www.ufc.com/athlete/jeffrey-molina,Flyweight Division,11-2-0 (W-L-D),Active,United States,Glory MMA & Fitness,25,66.50,125.50,"Apr. 24, 2021",69.00,368,765,,3,7.25,5.04,0.00,0.00,56%,67%,0.89,762,295,32,41,4,2,4,293,80%,51,14%,24,7%,NA,MMA,37.00,11,2,0
Rudyard Moncayo,,https://www.ufc.com/athlete/neyt-mor-0,,0-0-0 (W-L-D),Not Fighting,"Santa Ana, United States",,,0.00,0.00,"Jul. 14, 1995",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Jeff Monson,The Snowman,https://www.ufc.com/athlete/jeff-monson,Heavyweight Division,24-5-0 (W-L-D),Not Fighting,United States,,52,69.00,238.00,"Sep. 22, 2000",,85,237,,43,1.13,4.33,1.39,0.60,59%,67%,0.20,753,29,29,27,0,0,0,50,59%,24,28%,11,13%,NA,,,24,5,0
Darrell Montague,Mongoose,https://www.ufc.com/athlete/darrell-montague,Flyweight Division,13-5-0 (W-L-D),Not Fighting,United States,,35,66.00,125.50,"Oct. 20, 2013",67.00,40,155,,4,1.92,5.38,0.72,1.44,53%,33%,0.00,416,39,1,0,5,3,5,23,58%,7,18%,10,25%,NA,,,13,5,0
Nicco Montano,,https://www.ufc.com/athlete/nicco-montano,Women's Bantamweight Division,5-3-0 (W-L-D),Not Fighting,"Shiprock, United States",Syndicate MMA,34,65.00,143.00,"Dec. 01, 2017",65.00,224,535,3,11,5.60,4.43,2.25,0.38,64%,69%,0.00,1200,187,16,21,2,3,0,151,67%,23,10%,50,22%,NA,Freestyle,37.50,5,3,0
Augusto Montano,Dodger,https://www.ufc.com/athlete/augusto-montano,Welterweight Division,15-3-0 (W-L-D),Not Fighting,"Distrito Federal, Mexico",Bonebreakers Central,38,73.00,170.50,"Nov. 15, 2014",73.00,118,256,,,3.46,2.66,0.00,0.00,57%,67%,0.00,683,85,29,4,11,0,4,40,34%,22,19%,56,47%,NA,,43.00,15,3,0
Erick Montano,Perry,https://www.ufc.com/athlete/erick-montano,Welterweight Division,8-5-0 (W-L-D),Not Fighting,"Mexico City, Mexico",Izzy Style School Wrestling - IL,37,69.00,170.00,"Nov. 21, 2015",73.00,73,164,,11,2.79,2.06,2.29,0.00,65%,67%,0.00,524,58,10,5,2,1,5,41,56%,7,10%,25,34%,NA,,42.00,8,5,0
Alberto Montes,,https://www.ufc.com/athlete/alberto-montes,Bantamweight Division,0-0-0 (W-L-D),Active,,,,,,"Apr. 20, 2023",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Steve Montgomery,The Creepy Weasel,https://www.ufc.com/athlete/steve-montgomery,Middleweight Division,8-4-0 (W-L-D),Not Fighting,United States,"American Top Team ATT Coconut Creek, FL",32,76.00,185.00,"Jun. 27, 2015",75.00,86,219,,,4.85,4.12,0.00,0.00,48%,64%,0.00,532,58,26,2,5,1,2,57,66%,26,30%,3,3%,NA,,44.00,8,4,0
James Moontasri,Moon Walker,https://www.ufc.com/athlete/james-moontasri,Welterweight Division,9-5-0 (W-L-D),Not Fighting,"Frankfurt, Germany",Black House MMA,34,70.00,171.00,"Jun. 28, 2014",71.00,142,290,,1,2.39,3.86,0.00,0.25,41%,79%,0.51,594,78,25,39,5,2,2,82,58%,39,27%,21,15%,NA,,41.00,9,5,0
Homer Moore,The Rock,https://www.ufc.com/athlete/homer-moore,Light Heavyweight Division,17-2-0 (W-L-D),Not Fighting,United States,,51,61.00,202.00,"Nov. 02, 2001",,4,8,,3,0.68,0.68,5.07,0.00,NA,NA,0.00,355,2,0,2,0,0,0,4,100%,0,0%,0,0%,NA,,,17,2,0
Taylor Moore,,https://www.ufc.com/athlete/taylor-moore,Bantamweight Division,0-1-0 (W-L-D),Active,"Royal Oak, United States",,29,,135.50,"Apr. 20, 2023",,3,4,,1,0.20,2.07,0.00,0.00,43%,25%,0.00,900,3,0,0,0,0,0,0,0%,0,0%,3,100%,NA,,,0,1,0
Sergio Moraes,The Panther,https://www.ufc.com/athlete/sergio-moraes,Welterweight Division,14-7-1 (W-L-D),Active,"São Paulo, Brazil",Evolucao Thai - Curitiba,37,72.00,170.00,"Oct. 13, 2012",72.00,423,993,8,36,2.42,3.73,1.20,0.43,60%,75%,0.09,749,385,12,26,1,5,8,324,77%,73,17%,26,6%,NA,,41.00,14,7,1
Sheymon Moraes,,https://www.ufc.com/athlete/sheymon-moraes,Featherweight Division,11-4-0 (W-L-D),Not Fighting,"Niterói, Brazil",,32,68.00,146.00,"Nov. 25, 2017",72.00,188,445,,4,3.00,3.64,0.00,0.00,64%,54%,0.48,751,150,30,8,5,6,0,83,44%,85,45%,20,11%,NA,Muay Thai,40.00,11,4,0
Marlon Moraes,Magic,https://www.ufc.com/athlete/marlon-moraes,Bantamweight Division,23-10-1 (W-L-D),Retired,"Nova Friburgo, Brazil",American Top Team,34,66.00,136.00,"Jun. 03, 2017",67.00,290,714,1,12,3.37,4.53,0.87,0.35,54%,46%,0.87,470,267,4,19,10,7,6,189,65%,46,16%,55,19%,13,MMA,37.00,23,10,1
John Moraga,Chicano,https://www.ufc.com/athlete/john-moraga,Flyweight Division,19-7-0 (W-L-D),Not Fighting,"Phoenix, United States","Arizona combat sports/mma lab phoenix, az",38,66.00,125.50,"Dec. 30, 2012",66.00,433,995,7,30,2.57,2.55,0.62,1.07,56%,45%,0.18,721,254,82,97,3,8,8,242,56%,109,25%,82,19%,1,,37.00,19,7,0
Vince Morales,Vandetta,https://www.ufc.com/athlete/vince-morales,Bantamweight Division,11-7-0 (W-L-D),Not Fighting,"Caldwell, United States",Syndicate MMA,32,67.00,136.00,"Nov. 24, 2018",70.00,452,1191,,4,4.17,4.24,0.14,0.00,54%,64%,0.42,722,394,31,27,6,3,2,289,64%,116,26%,47,10%,5,Wrestling,36.00,11,7,0
Joseph Morales,Bopo,https://www.ufc.com/athlete/joseph-morales,Flyweight Division,9-2-0 (W-L-D),Not Fighting,"Clovis, United States",,28,66.00,125.50,"Aug. 06, 2017",68.00,45,121,,2,1.58,1.72,0.53,2.63,61%,23%,0.53,570,24,2,19,2,2,5,31,69%,10,22%,4,9%,NA,,38.00,9,2,0
Leonardo Morales,Chimmy,https://www.ufc.com/athlete/leonardo-morales,Bantamweight Division,5-2-0 (W-L-D),Not Fighting,Nicaragua,,30,68.00,137.00,"Nov. 15, 2014",68.00,36,76,,1,2.05,2.05,0.00,0.00,58%,63%,0.00,527,28,4,4,3,1,1,13,36%,11,31%,12,33%,NA,,,5,2,0
Albert Morales,The Warrior,https://www.ufc.com/athlete/albert-morales,Bantamweight Division,7-4-1 (W-L-D),Not Fighting,United States,,31,69.00,135.00,"Sep. 18, 2016",72.00,314,879,3,14,3.81,3.96,0.91,0.18,56%,71%,0.00,706,261,23,30,2,2,3,185,59%,37,12%,92,29%,NA,,39.00,7,4,1
Michael Morales,,https://www.ufc.com/athlete/michael-morales,Welterweight Division,14-0-0 (W-L-D),Active,"Pasaje, Ecuador",,23,72.00,170.50,"Jan. 22, 2022",79.00,162,314,,10,5.36,4.10,1.98,0.00,40%,87%,1.49,605,111,15,36,11,2,1,135,83%,12,7%,15,9%,7,Striker,41.00,14,0,0
Omar Morales,Venezuelan Fighter,https://www.ufc.com/athlete/omar-morales,Lightweight Division,11-4-0 (W-L-D),Active,"Caracas, Venezuela",Sanford MMA,37,71.00,156.00,"Aug. 06, 2019",73.00,334,832,1,3,3.42,3.18,0.46,0.00,58%,64%,0.31,733,284,36,14,3,4,4,217,65%,62,19%,55,16%,6,Striker,42.00,11,4,0
Sarah Moras,Cheesecake,https://www.ufc.com/athlete/sarah-moras,Women's Bantamweight Division,6-8-0 (W-L-D),Not Fighting,"Sechelt, Canada","Toshido MMA - Kelowna, BC Canada",34,66.00,136.00,"Jul. 06, 2014",67.00,257,749,3,23,2.28,3.58,0.67,0.80,50%,33%,0.00,751,163,17,77,3,1,2,177,69%,35,14%,45,18%,NA,MMA,38.50,6,8,0
Christian Morecraft,,https://www.ufc.com/athlete/christian-morecraft,Heavyweight Division,7-3-0 (W-L-D),Not Fighting,"Washington, United States",,36,78.00,256.00,"Aug. 07, 2010",,78,227,,9,2.82,2.46,3.26,2.17,46%,50%,0.00,415,26,5,47,0,0,0,64,82%,7,9%,7,9%,NA,,,7,3,0
Gisele Moreira,Gi,https://www.ufc.com/athlete/gisele-moreira,Women's Bantamweight Division,0-0-0 (W-L-D),Active,"State of Santa Catarina, Brazil",,42,66.00,135.00,"Apr. 20, 2023",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Vinicius Moreira,Mamute,https://www.ufc.com/athlete/vinicius-castro,Light Heavyweight Division,9-5-0 (W-L-D),Not Fighting,"Brasilia, Brazil",Five Rounds Academy,33,76.00,206.00,"Jan. 19, 2019",76.00,72,122,,16,3.15,5.07,1.97,1.31,43%,NA,0.00,274,40,5,27,1,0,8,33,46%,19,26%,20,28%,NA,MMA,43.00,9,5,0
Richardson Moreira,Rick Monstro,https://www.ufc.com/athlete/richardson-moreira,Middleweight Division,7-4-0 (W-L-D),Not Fighting,Brazil,,38,74.00,185.50,"May. 31, 2014",72.00,18,63,,6,1.17,1.83,0.00,0.00,67%,100%,0.00,460,12,6,0,5,0,2,13,72%,3,17%,2,11%,NA,,,7,4,0
Brandon Moreno,The Assassin Baby,https://www.ufc.com/athlete/brandon-moreno,Flyweight Division,21-6-2 (W-L-D),Active,"Tijuana, Mexico",,29,67.00,125.00,"Oct. 02, 2016",70.00,740,1812,12,55,3.55,3.19,1.80,0.58,57%,68%,0.29,893,625,37,78,5,5,11,557,75%,112,15%,71,10%,8,Jiu-Jitsu,38.00,21,6,2
Dan Moret,The Hitman,https://www.ufc.com/athlete/dan-moret,Lightweight Division,13-6-0 (W-L-D),Not Fighting,"Mankato, United States",,36,72.00,155.00,"Apr. 15, 2018",73.00,96,219,,11,2.67,3.56,1.25,0.42,43%,45%,0.00,720,56,33,7,2,4,7,50,52%,28,29%,18,19%,NA,MMA,42.50,13,6,0
Alexander Morgan,,https://www.ufc.com/athlete/alexander-morgan,Featherweight Division,0-1-0 (W-L-D),Active,"Montreal, Canada",,31,,144.50,"Apr. 20, 2023",,12,27,,,3.71,2.78,0.00,0.00,47%,NA,0.00,194,12,0,0,0,0,0,6,50%,2,17%,4,33%,NA,,,0,1,0
Sammy Morgan,The Squeeze,https://www.ufc.com/athlete/sammy-morgan,Welterweight Division,18-7-0 (W-L-D),Not Fighting,"Minneapolis, United States",,41,71.00,171.00,"Nov. 05, 2005",,9,46,,7,0.59,7.69,0.00,0.98,40%,NA,0.00,461,7,2,0,0,0,0,3,33%,5,56%,1,11%,NA,,,18,7,0
Peggy Morgan,Daywalker,https://www.ufc.com/athlete/peggy-morgan,Women's Bantamweight Division,2-1-0 (W-L-D),Not Fighting,"Biloxi, United States",,43,73.00,136.00,"Dec. 01, 2013",70.00,34,147,,,2.27,8.20,0.00,0.00,34%,50%,0.00,900,31,0,3,0,0,0,34,100%,0,0%,0,0%,NA,,,2,1,0
Joe Moriera,,https://www.ufc.com/athlete/joe-moriera,Lightweight Division,0-0-0 (W-L-D),Not Fighting,United States,,,0.00,0.00,"Feb. 16, 1996",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Alex Morono,The Great White,https://www.ufc.com/athlete/alex-morono,Welterweight Division,22-8-0 (W-L-D),Active,"Houston, United States",Gracie Barra The Woodlands,32,71.00,179.50,"Jan. 03, 2016",72.00,1035,2428,,20,5.22,4.09,0.30,0.30,58%,54%,0.38,700,897,85,53,6,9,6,829,80%,134,13%,72,7%,11,Kickboxer,39.00,22,8,0
Maryna Moroz,Iron Lady,https://www.ufc.com/athlete/maryna-moroz,Women's Flyweight Division,11-4-0 (W-L-D),Active,"Volnogorsk, Ukraine",Floid Dnepropetrovsk,31,67.00,124.50,"Apr. 11, 2015",67.00,544,1720,1,27,4.19,4.36,0.69,0.69,54%,47%,0.00,780,450,33,61,1,4,6,328,60%,160,29%,56,10%,5,Boxing,37.00,11,4,0
Sergey Morozov,,https://www.ufc.com/athlete/sergey-morozov,Bantamweight Division,19-5-0 (W-L-D),Active,Kazakhstan,American Top Team,33,66.00,136.00,"Oct. 24, 2020",67.00,187,430,7,47,3.01,2.97,3.63,0.00,61%,68%,0.24,745,147,17,23,8,7,3,134,72%,27,14%,26,14%,6,,37.00,19,5,0
Scott Morris,,https://www.ufc.com/athlete/scott-morris,,0-0-0 (W-L-D),Not Fighting,"Arlington, United States",,,0.00,0.00,"Mar. 11, 1994",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Brad Morris,,https://www.ufc.com/athlete/brad-morris,Light Heavyweight Division,10-4-0 (W-L-D),Not Fighting,"Lithgow, Australia",,43,73.00,205.00,"Apr. 19, 2008",,5,8,,1,0.50,6.95,0.00,0.00,28%,NA,0.00,302,5,0,0,0,0,0,4,80%,0,0%,1,20%,NA,,,10,4,0
Anthony Morrison,Cheesesteak,https://www.ufc.com/athlete/anthony-morrison,Lightweight Division,15-8-0 (W-L-D),Not Fighting,"Philadelphia, United States",,38,67.00,145.00,"Apr. 20, 2023",,7,21,,,1.70,0.49,0.00,0.00,80%,50%,0.00,124,6,1,0,0,0,0,4,57%,1,14%,2,29%,NA,,,15,8,0
Harry Moskowitz,,https://www.ufc.com/athlete/harry-moskowitz,Heavyweight Division,0-0-0 (W-L-D),Not Fighting,"Ocean Springs, United States",,,0.00,0.00,"Oct. 17, 1997",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Carlos Mota,Tizil ,https://www.ufc.com/athlete/carlos-mota,Flyweight Division,8-2-0 (W-L-D),Not Fighting,"Medicilândia, Brazil",,27,64.00,125.50,"Oct. 29, 2022",69.00,12,29,,,0.80,1.13,0.00,1.00,54%,50%,0.00,900,7,0,5,4,4,0,6,50%,5,42%,1,8%,3,MMA,37.00,8,2,0
Nikolas Motta,Iron,https://www.ufc.com/athlete/nikolas-motta,Lightweight Division,13-4-0 (W-L-D),Active,"Governador Valadares, Brazil","Xtreme Couture - Las Vegas, NV",30,69.00,155.00,"Sep. 18, 2021",70.50,87,255,,,3.37,4.54,0.00,0.00,60%,100%,0.58,516,78,0,9,8,4,0,79,91%,4,5%,4,5%,7,Kickboxer,37.00,13,4,0
Flavio Moura,,https://www.ufc.com/athlete/garri-moskovic-0,Middleweight Division,0-0-0 (W-L-D),Not Fighting,"Rio de Janeiro, Brazil",,,0.00,0.00,"Jul. 16, 1999",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Gegard Mousasi,,https://www.ufc.com/athlete/gegard-mousasi,Middleweight Division,42-6-2 (W-L-D),Not Fighting,"Teheran, Iran",,37,74.00,185.80,"Jan. 13, 2013",76.00,1028,2027,,48,3.75,1.21,1.59,1.15,69%,60%,0.33,470,458,176,394,25,7,10,746,73%,119,12%,163,16%,NA,,42.00,42,6,2
Kris Moutinho,,https://www.ufc.com/athlete/kris-moutinho,Bantamweight Division,9-6-0 (W-L-D),Not Fighting,"Ravenna, United States",,30,67.00,135.00,"Jul. 10, 2021",68.00,81,248,,,4.86,15.48,0.00,0.00,29%,NA,0.00,500,80,1,0,3,5,1,47,58%,8,10%,26,32%,NA,,38.00,9,6,0
Jamie Moyle,,https://www.ufc.com/athlete/jamie-moyle,Women's Strawweight Division,4-3-0 (W-L-D),Not Fighting,"Riverside, United States",,33,61.00,116.00,"Dec. 04, 2016",65.00,203,394,3,14,4.51,4.00,1.00,0.00,66%,50%,0.00,900,157,33,13,0,3,1,97,48%,63,31%,43,21%,NA,,35.00,4,3,0
Askar Mozharov,,https://www.ufc.com/athlete/askar-mozharov,Light Heavyweight Division,0-1-0 (W-L-D),Not Fighting,Ukraine,,28,75.00,204.50,"Jun. 04, 2022",74.00,2,11,,,0.43,4.07,0.00,0.00,14%,33%,0.00,280,2,0,0,11,2,6,1,50%,1,50%,0,0%,NA,Striker,41.00,0,1,0
Sumudaerji,The Tibetan Eagle,https://www.ufc.com/athlete/su-mudaerji,Flyweight Division,16-5-0 (W-L-D),Active,"Sichuan, China",American Top Team,27,68.00,125.80,"Apr. 20, 2023",72.00,228,415,,1,4.83,2.75,0.32,0.63,62%,67%,0.63,567,162,16,50,13,2,1,155,68%,29,13%,44,19%,11,Striker,38.50,16,5,0
Lauren Mueller,Princess Tiger,https://www.ufc.com/athlete/lauren-mueller,Women's Flyweight Division,5-3-0 (W-L-D),Not Fighting,"Ramona, United States",,31,65.00,125.50,"Aug. 29, 2017",67.00,261,625,2,6,4.08,3.77,0.70,0.00,59%,71%,0.00,768,193,59,9,1,4,0,148,57%,82,31%,31,12%,NA,,38.00,5,3,0
Belal Muhammad,Remember The Name,https://www.ufc.com/athlete/belal-muhammad,Welterweight Division,22-3-0 (W-L-D),Active,"Chicago, United States","Roufusport, (Mikwaukee, WI) & Chicago Fight Team (Chicago, IL)",34,71.00,170.00,"Jul. 07, 2016",72.00,1041,2436,15,97,4.47,3.68,2.19,0.19,59%,93%,0.00,821,876,54,111,5,15,1,799,77%,130,12%,112,11%,NA,,40.00,22,3,0
Quinn Mulhern,,https://www.ufc.com/athlete/quinn-mulhern,Lightweight Division,18-4-0 (W-L-D),Not Fighting,"Santa Cruz, United States",,38,75.00,155.00,"May. 20, 2012",76.00,25,113,,10,1.38,3.82,0.00,0.00,52%,33%,0.00,543,24,1,0,3,4,11,19,76%,4,16%,2,8%,NA,,,18,4,0
James Mulheron,Juggernaut,https://www.ufc.com/athlete/james-mulheron,Heavyweight Division,11-2-0 (W-L-D),Not Fighting,United Kingdom,,34,70.00,240.00,"Jul. 16, 2017",73.00,36,114,,,2.40,3.47,0.00,0.00,43%,25%,0.00,900,30,6,0,6,5,0,15,42%,18,50%,3,8%,NA,,41.00,11,2,0
Jamie Mullarkey,Hooligan,https://www.ufc.com/athlete/jamie-mullarkey,Lightweight Division,16-5-0 (W-L-D),Active,"Central Coast, Australia",Central Coast MMA,28,72.00,155.00,"Oct. 05, 2019",74.00,307,668,3,37,4.13,4.28,2.62,0.20,54%,73%,0.40,638,252,30,25,10,2,3,163,53%,69,22%,75,24%,7,Freestyle,39.00,16,5,0
Jim Mullen,,https://www.ufc.com/athlete/garri-moskovic-2,Heavyweight Division,0-0-0 (W-L-D),Not Fighting,"Simi Valley, United States",,,0.00,0.00,"Feb. 07, 1997",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Pedro Munhoz,The Young Punisher,https://www.ufc.com/athlete/pedro-munhoz,Bantamweight Division,20-7-0 (W-L-D),Active,Brazil,Black House MMA,36,66.00,148.20,"Feb. 22, 2014",64.50,1098,2526,7,35,5.30,5.90,0.51,0.58,57%,82%,0.51,654,999,51,48,5,6,8,565,51%,180,16%,353,32%,8,Muay Thai,36.50,20,7,0
Andre Muniz,Sergipano,https://www.ufc.com/athlete/andre-muniz,Middleweight Division,23-5-0 (W-L-D),Active,"Montes Claros, Brazil",TATA Fight Team - Rio de Janeiro,33,73.00,186.00,"Nov. 16, 2019",78.00,151,308,3,38,2.12,1.74,2.95,1.69,55%,42%,0.00,533,120,10,21,4,31,15,102,68%,27,18%,22,15%,15,MMA,43.00,23,5,0
Emanuel Muniz,No Love,https://www.ufc.com/athlete/emanuel-muniz,NA,NA,Active,,,23,,,"Apr. 20, 2023",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Mark Munoz,The Filipino Wrecking Machine,https://www.ufc.com/athlete/mark-munoz,Middleweight Division,14-6-0 (W-L-D),Retired,United States,,45,72.00,186.00,"Mar. 07, 2009",72.00,428,837,,98,3.12,2.26,3.17,0.55,57%,58%,0.22,484,125,99,204,0,0,0,263,61%,115,27%,50,12%,NA,,,14,6,0
Alexander Munoz,,https://www.ufc.com/athlete/alexander-munoz,Lightweight Division,6-2-0 (W-L-D),Active,United States,Team Alpha Male,32,69.00,155.50,"Aug. 08, 2020",72.00,178,409,5,23,3.96,5.49,3.00,0.00,53%,NA,0.00,900,140,12,26,2,3,1,112,63%,33,19%,33,19%,NA,,39.00,6,2,0
Johnny Munoz,Kid Kvenbo,https://www.ufc.com/athlete/johnny-munoz,Bantamweight Division,12-2-0 (W-L-D),Active,"Corona, United States",,30,69.00,135.50,"Aug. 01, 2020",71.00,143,383,4,24,3.69,2.30,2.32,1.55,65%,67%,0.00,581,103,23,17,2,3,7,79,55%,43,30%,21,15%,6,Freestyle,38.00,12,2,0
