,Event,Date,Name,Opponent,5D_odds,Ref_odds
0,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Dan Henderson,Vitor Belfort,+200▲,+175▲
1,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Vitor Belfort,Dan Henderson,-220▼,-215▼
2,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Brandon Thatch,Paulo Thiago,-360▲,-400▼
3,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Paulo Thiago,Brandon Thatch,+325▼,+300▲
4,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Ryan Laflare,Santiago Ponzinibbio,-115▼,-125▲
5,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Santiago Ponzinibbio,Ryan Laflare,+105▲,-105▼
6,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Jeremy Stephens,Rony Jason,+170▲,+160▲
7,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Rony Jason,Jeremy Stephens,-185▼,-190▼
8,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Igor Pokrajac,Rafael Cavalcante,+290▲,+260▼
9,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Rafael Cavalcante,Igor Pokrajac,-320▼,-335▲
10,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Cezar Ferreira,Daniel Sarafian,-165▼,-180▼
11,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Daniel Sarafian,Cezar Ferreira,+155▲,+150▲
12,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Justin Salas,Thiago Tavares,+225▲,+210▲
13,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Thiago Tavares,Justin Salas,-245▼,-270▼
14,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Omari Akhmedov,Thiago Perpetuo,-150▲,-155▲
15,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Thiago Perpetuo,Omari Akhmedov,+140▼,+125▼
16,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Godofredo Pepey,Sam Sicilia,-120▼,-130▼
17,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Sam Sicilia,Godofredo Pepey,+110▲,+100▲
18,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Adriano Martins,Daron Cruickshank,+130▼,+120▼
19,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Daron Cruickshank,Adriano Martins,-140▲,-150▲
20,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Dustin Ortiz,Jose Tome,+105▲,-110▼
21,UFC Fight Night 32: Belfort vs. Henderson,November 9th,Jose Tome,Dustin Ortiz,-115▼,-120▲
0,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Dan Henderson,Vitor Belfort,+270▼,+285▲
1,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Vitor Belfort,Dan Henderson,-330▼,-350▼
2,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Glover Teixeira,Patrick Cummins,-525▼,-600▼
3,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Patrick Cummins,Glover Teixeira,+415▼,+450▲
4,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Anthony Birchak,Thomas Almeida,+415▼,+420▲
5,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Thomas Almeida,Anthony Birchak,-525▼,-550▼
6,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Alex Oliveira,Piotr Hallmann,-280▼,-280▼
7,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Piotr Hallmann,Alex Oliveira,+240▼,+240▲
8,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Gilbert Burns,Rashid Magomedov,+155▼,+155▼
9,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Rashid Magomedov,Gilbert Burns,-175▼,-180▲
10,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Corey Anderson,Fabio Maldonado,-700▼,-500▲
11,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Fabio Maldonado,Corey Anderson,+500▼,+385▼
12,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Abel Trujillo,Gleison Tibau,+110▼,+112▼
13,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Gleison Tibau,Abel Trujillo,-130▼,-132▲
14,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Johnny Case,Yan Cabral,-200▼,-210▲
15,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Yan Cabral,Johnny Case,+170▼,+180▼
16,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Clay Guida,Thiago Tavares,-170▼,-170▼
17,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Thiago Tavares,Clay Guida,+160▲,+145▲
18,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Chas Skelly,Kevin Souza,-185▼,-175▼
19,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Kevin Souza,Chas Skelly,+160▼,+150▲
20,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Gasan Umalatov,Viscardi Andrade,-130▼,-120▲
21,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Viscardi Andrade,Gasan Umalatov,+110▼,+100▼
22,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Jimmie Rivera,Pedro Munhoz,+150▼,+145▼
23,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Pedro Munhoz,Jimmie Rivera,-170▼,-170▲
24,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Bruno Korea,Matheus Nicolau,+165▼,+165▲
25,UFC Fight Night 77: Belfort vs. Henderson 3,November 7th,Matheus Nicolau,Bruno Korea,-190▼,-190▼
0,UFC 170: Rousey vs. McMann,February 22nd,Ronda Rousey,Sara McMann,-360▲,-425▲
1,UFC 170: Rousey vs. McMann,February 22nd,Sara McMann,Ronda Rousey,+325▼,+325▼
2,UFC 170: Rousey vs. McMann,February 22nd,Daniel Cormier,Patrick Cummins,-750▲,-900▲
3,UFC 170: Rousey vs. McMann,February 22nd,Patrick Cummins,Daniel Cormier,+600▼,+600▼
4,UFC 170: Rousey vs. McMann,February 22nd,Demian Maia,Rory Macdonald,+260▼,+240▼
5,UFC 170: Rousey vs. McMann,February 22nd,Rory Macdonald,Demian Maia,-290▲,-300▲
6,UFC 170: Rousey vs. McMann,February 22nd,Mike Pyle,T.J. Waldburger,-165▼,-185▲
7,UFC 170: Rousey vs. McMann,February 22nd,T.J. Waldburger,Mike Pyle,+155▲,+155▼
8,UFC 170: Rousey vs. McMann,February 22nd,Robert Whittaker,Stephen Thompson,+120▲,+105▲
9,UFC 170: Rousey vs. McMann,February 22nd,Stephen Thompson,Robert Whittaker,-130▼,-135▼
10,UFC 170: Rousey vs. McMann,February 22nd,Alexis Davis,Jessica Eye,-150▲,-155▲
11,UFC 170: Rousey vs. McMann,February 22nd,Jessica Eye,Alexis Davis,+140▼,+125▼
12,UFC 170: Rousey vs. McMann,February 22nd,Pedro Munhoz,Raphael Assuncao,+248▼,+230▲
13,UFC 170: Rousey vs. McMann,February 22nd,Raphael Assuncao,Pedro Munhoz,-270▲,-290▼
14,UFC 170: Rousey vs. McMann,February 22nd,Aljamain Sterling,Cody Gibson,-340▼,-340▼
15,UFC 170: Rousey vs. McMann,February 22nd,Cody Gibson,Aljamain Sterling,+280,+265▲
16,UFC 170: Rousey vs. McMann,February 22nd,Josh Sampo,Zach Makovsky,+210▲,+190▲
17,UFC 170: Rousey vs. McMann,February 22nd,Zach Makovsky,Josh Sampo,-230▼,-240▼
18,UFC 170: Rousey vs. McMann,February 22nd,Erik Koch,Rafaello Oliveira,-480▼,-460▲
19,UFC 170: Rousey vs. McMann,February 22nd,Rafaello Oliveira,Erik Koch,+423▲,+360▼
20,UFC 170: Rousey vs. McMann,February 22nd,Ernest Chavez,Yosdenis Cedeno,+275▲,+250
21,UFC 170: Rousey vs. McMann,February 22nd,Yosdenis Cedeno,Ernest Chavez,-305▼,-325▼
0,UFC 184: Rousey vs. Zingano,February 28th,Cat Zingano,Ronda Rousey,+540▼,+525▼
1,UFC 184: Rousey vs. Zingano,February 28th,Ronda Rousey,Cat Zingano,-660▲,-700▲
2,UFC 184: Rousey vs. Zingano,February 28th,Holly Holm,Raquel Pennington,-550▼,-550▲
3,UFC 184: Rousey vs. Zingano,February 28th,Raquel Pennington,Holly Holm,+425▲,+420▼
4,UFC 184: Rousey vs. Zingano,February 28th,Jake Ellenberger,Josh Koscheck,-140▲,-155▲
5,UFC 184: Rousey vs. Zingano,February 28th,Josh Koscheck,Jake Ellenberger,+130▼,+135▼
6,UFC 184: Rousey vs. Zingano,February 28th,Alan Jouban,Richard Walsh,-250▼,-230▲
7,UFC 184: Rousey vs. Zingano,February 28th,Richard Walsh,Alan Jouban,+230▲,+195▼
8,UFC 184: Rousey vs. Zingano,February 28th,Gleison Tibau,Tony Ferguson,+220▲,+200▲
9,UFC 184: Rousey vs. Zingano,February 28th,Tony Ferguson,Gleison Tibau,-240▼,-235▼
10,UFC 184: Rousey vs. Zingano,February 28th,Mark Munoz,Roan Carneiro,-260▼,-260▼
11,UFC 184: Rousey vs. Zingano,February 28th,Roan Carneiro,Mark Munoz,+240▲,+220▲
12,UFC 184: Rousey vs. Zingano,February 28th,Norifumi Yamamoto,Roman Salazar,-145▼,-150▼
13,UFC 184: Rousey vs. Zingano,February 28th,Roman Salazar,Norifumi Yamamoto,+135▲,+130▲
14,UFC 184: Rousey vs. Zingano,February 28th,Dhiego Lima,Tim Means,+150▲,+135▲
15,UFC 184: Rousey vs. Zingano,February 28th,Tim Means,Dhiego Lima,-160▼,-155▼
16,UFC 184: Rousey vs. Zingano,February 28th,Derrick Lewis,Ruan Potts,-705▼,-700▼
17,UFC 184: Rousey vs. Zingano,February 28th,Ruan Potts,Derrick Lewis,+570▲,+525▲
18,UFC 184: Rousey vs. Zingano,February 28th,James Krause,Valmir Lazaro,-200▼,-205▼
19,UFC 184: Rousey vs. Zingano,February 28th,Valmir Lazaro,James Krause,+185▲,+175▲
20,UFC 184: Rousey vs. Zingano,February 28th,Alexander Torres,Masio Fullen,-115▼,-125▼
21,UFC 184: Rousey vs. Zingano,February 28th,Masio Fullen,Alexander Torres,+105▲,+105▲
0,UFC Fight Night 50: Souza vs. Mousasi,September 5th,Gegard Mousasi,Ronaldo Souza,+170▼,+170▼
1,UFC Fight Night 50: Souza vs. Mousasi,September 5th,Ronaldo Souza,Gegard Mousasi,-185▲,-200▲
2,UFC Fight Night 50: Souza vs. Mousasi,September 5th,Alistair Overeem,Ben Rothwell,-330▲,-355▼
3,UFC Fight Night 50: Souza vs. Mousasi,September 5th,Ben Rothwell,Alistair Overeem,+300▼,+290▲
4,UFC Fight Night 50: Souza vs. Mousasi,September 5th,Derrick Lewis,Matt Mitrione,-126▼,-130▲
5,UFC Fight Night 50: Souza vs. Mousasi,September 5th,Matt Mitrione,Derrick Lewis,+116▲,+110▼
6,UFC Fight Night 50: Souza vs. Mousasi,September 5th,Joe Lauzon,Michael Chiesa,+190▲,+185
7,UFC Fight Night 50: Souza vs. Mousasi,September 5th,Michael Chiesa,Joe Lauzon,-210▼,-220▼
8,UFC Fight Night 50: Souza vs. Mousasi,September 5th,John Moraga,Justin Scoggins,+230▲,+220▲
9,UFC Fight Night 50: Souza vs. Mousasi,September 5th,Justin Scoggins,John Moraga,-250▼,-260▼
10,UFC Fight Night 50: Souza vs. Mousasi,September 5th,Al Iaquinta,Rodrigo Damm,-600▼,-620▼
11,UFC Fight Night 50: Souza vs. Mousasi,September 5th,Rodrigo Damm,Al Iaquinta,+500▲,+470▲
12,UFC Fight Night 50: Souza vs. Mousasi,September 5th,Chris Camozzi,Rafael Natal,+170▲,+159▲
13,UFC Fight Night 50: Souza vs. Mousasi,September 5th,Rafael Natal,Chris Camozzi,-185▼,-184▼
14,UFC Fight Night 50: Souza vs. Mousasi,September 5th,Chris Beal,Tateki Matsuda,-500▼,-500▼
15,UFC Fight Night 50: Souza vs. Mousasi,September 5th,Tateki Matsuda,Chris Beal,+435▲,+385▲
16,UFC Fight Night 50: Souza vs. Mousasi,September 5th,Chas Skelly,Sean Soriano,-185▲,-190▲
17,UFC Fight Night 50: Souza vs. Mousasi,September 5th,Sean Soriano,Chas Skelly,+170▼,+165▼
0,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Gegard Mousasi,Mark Munoz,-255▲,-275▲
1,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Mark Munoz,Gegard Mousasi,+235▼,+235▼
2,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,C.B. Dollaway,Francis Carmont,+155▲,+155▲
3,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Francis Carmont,C.B. Dollaway,-165▼,-180▼
4,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Luke Barnatt,Sean Strickland,-155▲,-152▲
5,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Sean Strickland,Luke Barnatt,+145▼,+132▼
6,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Niklas Backstrom,Tom Niinimaki,+225▼,+210▲
7,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Tom Niinimaki,Niklas Backstrom,-245▲,-250▼
8,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Drew Dober,Nick Hein,+130▲,+128▲
9,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Nick Hein,Drew Dober,-140▼,-148▼
10,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Krzysztof Jotko,Magnus Cedenblad,-105▲,+100▲
11,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Magnus Cedenblad,Krzysztof Jotko,-105▼,-120▼
12,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Iuri Alcantara,Vaughan Lee,-335▲,-350▲
13,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Vaughan Lee,Iuri Alcantara,+305▼,+285▼
14,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Pawel Pawlak,Peter Sobotta,-150▲,-142▲
15,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Peter Sobotta,Pawel Pawlak,+140▼,+122▼
16,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Andy Ogle,Maximo Blanco,+205▲,+200▲
17,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Maximo Blanco,Andy Ogle,-225▼,-235▼
18,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Ruslan Magomedov,Viktor Pesta,-170▲,-180▲
19,UFC Fight Night 41: Munoz vs. Mousasi,May 31st,Viktor Pesta,Ruslan Magomedov,+160▼,+155▼
0,UFC on FOX 7: Henderson vs. Melendez,April 20th,Benson Henderson,Gilbert Melendez,-310▼,-340▼
1,UFC on FOX 7: Henderson vs. Melendez,April 20th,Gilbert Melendez,Benson Henderson,+280▲,+285▲
2,UFC on FOX 7: Henderson vs. Melendez,April 20th,Daniel Cormier,Frank Mir,-375▲,-375▼
3,UFC on FOX 7: Henderson vs. Melendez,April 20th,Frank Mir,Daniel Cormier,+335▼,+315▲
4,UFC on FOX 7: Henderson vs. Melendez,April 20th,Josh Thomson,Nate Diaz,+135▲,+125▲
5,UFC on FOX 7: Henderson vs. Melendez,April 20th,Nate Diaz,Josh Thomson,-145▼,-145▼
6,UFC on FOX 7: Henderson vs. Melendez,April 20th,Chad Mendes,Darren Elkins,-615▼,-605▲
7,UFC on FOX 7: Henderson vs. Melendez,April 20th,Darren Elkins,Chad Mendes,+510▲,+455▼
8,UFC on FOX 7: Henderson vs. Melendez,April 20th,Jordan Mein,Matt Brown,-320▼,-330▼
9,UFC on FOX 7: Henderson vs. Melendez,April 20th,Matt Brown,Jordan Mein,+290▲,+275▲
10,UFC on FOX 7: Henderson vs. Melendez,April 20th,Francis Carmont,Lorenz Larkin,-110▼,-120▼
11,UFC on FOX 7: Henderson vs. Melendez,April 20th,Lorenz Larkin,Francis Carmont,+100▲,+100▲
12,UFC on FOX 7: Henderson vs. Melendez,April 20th,Myles Jury,Ramsey Nijem,-210▲,-220▲
13,UFC on FOX 7: Henderson vs. Melendez,April 20th,Ramsey Nijem,Myles Jury,+190▼,+190▼
14,UFC on FOX 7: Henderson vs. Melendez,April 20th,Anthony Njokuani,Roger Bowling,-175▲,-185▲
15,UFC on FOX 7: Henderson vs. Melendez,April 20th,Roger Bowling,Anthony Njokuani,+165▼,+165
16,UFC on FOX 7: Henderson vs. Melendez,April 20th,Darren Uyenoyama,Joseph Benavidez,+480▲,+450▲
17,UFC on FOX 7: Henderson vs. Melendez,April 20th,Joseph Benavidez,Darren Uyenoyama,-570▼,-600▼
18,UFC on FOX 7: Henderson vs. Melendez,April 20th,Jorge Masvidal,Tim Means,-120▲,-120▲
19,UFC on FOX 7: Henderson vs. Melendez,April 20th,Tim Means,Jorge Masvidal,+100▼,+100▼
20,UFC on FOX 7: Henderson vs. Melendez,April 20th,Clifford Starks,Yoel Romero,+165▲,+150▲
21,UFC on FOX 7: Henderson vs. Melendez,April 20th,Yoel Romero,Clifford Starks,-175▼,-170▼
22,UFC on FOX 7: Henderson vs. Melendez,April 20th,Hugo Viana,T.J. Dillashaw,+290▲,+290▲
23,UFC on FOX 7: Henderson vs. Melendez,April 20th,T.J. Dillashaw,Hugo Viana,-320▼,-350▼
0,UFC 161: Evans vs. Henderson,June 15th,Dan Henderson,Rashad Evans,+175▲,+160
1,UFC 161: Evans vs. Henderson,June 15th,Rashad Evans,Dan Henderson,-190▼,-200▼
2,UFC 161: Evans vs. Henderson,June 15th,Jake Shields,Tyron Woodley,+190▲,+175▲
3,UFC 161: Evans vs. Henderson,June 15th,Tyron Woodley,Jake Shields,-210▼,-215▼
4,UFC 161: Evans vs. Henderson,June 15th,Pat Barry,Shawn Jordan,+105▲,-125▲
5,UFC 161: Evans vs. Henderson,June 15th,Shawn Jordan,Pat Barry,-115▼,-105▼
6,UFC 161: Evans vs. Henderson,June 15th,Roy Nelson,Stipe Miocic,-275▼,-270▼
7,UFC 161: Evans vs. Henderson,June 15th,Stipe Miocic,Roy Nelson,+250▲,+210▲
8,UFC 161: Evans vs. Henderson,June 15th,Igor Pokrajac,Ryan Jimmo,+280▲,+250▲
9,UFC 161: Evans vs. Henderson,June 15th,Ryan Jimmo,Igor Pokrajac,-310▼,-310▼
10,UFC 161: Evans vs. Henderson,June 15th,Alexis Davis,Rosi Sexton,-500▼,-470▼
11,UFC 161: Evans vs. Henderson,June 15th,Rosi Sexton,Alexis Davis,+435▲,+370▲
12,UFC 161: Evans vs. Henderson,June 15th,Kenny Robertson,Sean Pierson,-140▼,-145▼
13,UFC 161: Evans vs. Henderson,June 15th,Sean Pierson,Kenny Robertson,+130▲,+115▲
14,UFC 161: Evans vs. Henderson,June 15th,Edwin Figueroa,Roland Delorme,+126▲,+125▲
15,UFC 161: Evans vs. Henderson,June 15th,Roland Delorme,Edwin Figueroa,-136▼,-155▼
16,UFC 161: Evans vs. Henderson,June 15th,James Krause,Sam Stout,+260▲,+245▲
17,UFC 161: Evans vs. Henderson,June 15th,Sam Stout,James Krause,-290▼,-305▼
18,UFC 161: Evans vs. Henderson,June 15th,John Maguire,Mitch Clarke,-250▼,-270▼
19,UFC 161: Evans vs. Henderson,June 15th,Mitch Clarke,John Maguire,+230▲,+210▲
20,UFC 161: Evans vs. Henderson,June 15th,Dustin Pague,Yves Jabouin,+310▲,+275▲
21,UFC 161: Evans vs. Henderson,June 15th,Yves Jabouin,Dustin Pague,-340▼,-350▼
0,UFC on FOX 10: Henderson vs. Thomson,January 25th,Benson Henderson,Josh Thomson,-310▼,-320▼
1,UFC on FOX 10: Henderson vs. Thomson,January 25th,Josh Thomson,Benson Henderson,+280▲,+260▲
2,UFC on FOX 10: Henderson vs. Thomson,January 25th,Gabriel Gonzaga,Stipe Miocic,+260▲,+250▲
3,UFC on FOX 10: Henderson vs. Thomson,January 25th,Stipe Miocic,Gabriel Gonzaga,-290▼,-310▼
4,UFC on FOX 10: Henderson vs. Thomson,January 25th,Adriano Martins,Donald Cerrone,+160▲,+150▲
5,UFC on FOX 10: Henderson vs. Thomson,January 25th,Donald Cerrone,Adriano Martins,-170▼,-180▼
6,UFC on FOX 10: Henderson vs. Thomson,January 25th,Darren Elkins,Jeremy Stephens,+105▼,+110▼
7,UFC on FOX 10: Henderson vs. Thomson,January 25th,Jeremy Stephens,Darren Elkins,-115▲,-140▲
8,UFC on FOX 10: Henderson vs. Thomson,January 25th,Alex Caceres,Sergio Pettis,+177▲,+165▼
9,UFC on FOX 10: Henderson vs. Thomson,January 25th,Sergio Pettis,Alex Caceres,-192▼,-205▲
10,UFC on FOX 10: Henderson vs. Thomson,January 25th,Eddie Wineland,Yves Jabouin,-500▼,-470▼
11,UFC on FOX 10: Henderson vs. Thomson,January 25th,Yves Jabouin,Eddie Wineland,+400▲,+370▲
12,UFC on FOX 10: Henderson vs. Thomson,January 25th,Chico Camus,Yaotzin Meza,-185▼,-200
13,UFC on FOX 10: Henderson vs. Thomson,January 25th,Yaotzin Meza,Chico Camus,+170▲,+160
14,UFC on FOX 10: Henderson vs. Thomson,January 25th,Hugo Viana,Ramiro Hernandez,-320▼,-360▼
15,UFC on FOX 10: Henderson vs. Thomson,January 25th,Ramiro Hernandez,Hugo Viana,+290▲,+285▲
16,UFC on FOX 10: Henderson vs. Thomson,January 25th,Daron Cruickshank,Mike Rio,-240▼,-240▲
17,UFC on FOX 10: Henderson vs. Thomson,January 25th,Mike Rio,Daron Cruickshank,+220▲,+190▼
18,UFC on FOX 10: Henderson vs. Thomson,January 25th,George Sullivan,Mike Rhodes,+255▲,+235▲
19,UFC on FOX 10: Henderson vs. Thomson,January 25th,Mike Rhodes,George Sullivan,-280▼,-295▼
20,UFC on FOX 10: Henderson vs. Thomson,January 25th,Nikita Krylov,Walt Harris,+355▲,+325▲
21,UFC on FOX 10: Henderson vs. Thomson,January 25th,Walt Harris,Nikita Krylov,-400▼,-425▼
0,UFC Fight Night 91: McDonald vs. Lineker,July 13th,John Lineker,Michael McDonald,-105▼,-126▲
1,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Michael McDonald,John Lineker,-115▼,+106▼
2,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Landon Vannata,Tony Ferguson,+550▼,+650▼
3,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Tony Ferguson,Landon Vannata,-800▼,-950▲
4,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Josh Samman,Tim Boetsch,-245▼,-260▼
5,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Tim Boetsch,Josh Samman,+205▼,+220▲
6,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Alexey Oleinik,Daniel Omielanczuk,-185▼,-190▼
7,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Daniel Omielanczuk,Alexey Oleinik,+160▼,+165▲
8,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Keita Nakamura,Kyle Noke,+135▼,+135▼
9,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Kyle Noke,Keita Nakamura,-155▼,-155▲
10,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Ben Nguyen,Louis Smolka,-125▼,-132▼
11,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Louis Smolka,Ben Nguyen,+105▼,+112▲
12,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Katlyn Chookagian,Lauren Murphy,+150▼,+160▲
13,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Lauren Murphy,Katlyn Chookagian,-170▼,-185▼
14,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Eric Spicely,Sam Alvey,+235▼,+250▼
15,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Sam Alvey,Eric Spicely,-275▼,-300▲
16,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Cortney Casey,Cristina Stanciu,+140▼,+140▲
17,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Cristina Stanciu,Cortney Casey,-160▼,-160▼
18,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Cody Pfister,Scott Holtzman,+220▼,+225▲
19,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Scott Holtzman,Cody Pfister,-260▼,-265▼
20,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Matthew Lopez,Rani Yahya,-170▼,-175▼
21,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Rani Yahya,Matthew Lopez,+150▼,+150▲
22,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Alex Nicholson,Devin Clark,+180▼,+180▼
23,UFC Fight Night 91: McDonald vs. Lineker,July 13th,Devin Clark,Alex Nicholson,-220▼,-210▲
0,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Andrei Arlovski,Antonio Silva,+380▲,+350▲
1,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Antonio Silva,Andrei Arlovski,-430▼,-450▼
2,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Gleison Tibau,Piotr Hallmann,-235▼,-250▼
3,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Piotr Hallmann,Gleison Tibau,+215▲,+210▲
4,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Efrain Escudero,Leonardo Santos,+190▲,+190▲
5,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Leonardo Santos,Efrain Escudero,-210▼,-225▼
6,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Santiago Ponzinibbio,Iuri Alcantara,-105▼,-110▼
7,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Iuri Alcantara,Santiago Ponzinibbio,-315▼,-325▼
8,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Russell Doane,Jessica Andrade,+285▲,+275▲
9,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Jessica Andrade,Russell Doane,-110▲,-110▼
10,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Dashon Johnson,Godofredo Pepey,+120▲,+120▲
11,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Godofredo Pepey,Dashon Johnson,-130▼,-140▼
12,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,George Sullivan,Igor Araujo,+120▼,+115▼
13,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Igor Araujo,George Sullivan,-130▲,-135▲
14,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Francisco Trinaldo,Leandro Silva,-185▼,-190▼
15,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Leandro Silva,Francisco Trinaldo,+170▲,+165▲
16,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Paulo Thiago,Sean Spencer,+215▼,+210▲
17,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Sean Spencer,Paulo Thiago,-235▲,-250▼
18,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Johnny Bedford,Rani Yahya,-125▼,-132▼
19,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Rani Yahya,Johnny Bedford,+115▲,+112▲
0,UFC Fight Night 27: Condit vs. Kampmann II,August 28th,Carlos Condit,Martin Kampmann,-280▼,-285▼
1,UFC Fight Night 27: Condit vs. Kampmann II,August 28th,Martin Kampmann,Carlos Condit,+255▲,+225▲
2,UFC Fight Night 27: Condit vs. Kampmann II,August 28th,Donald Cerrone,Rafael DosAnjos,+105▲,-120▼
3,UFC Fight Night 27: Condit vs. Kampmann II,August 28th,Rafael DosAnjos,Donald Cerrone,-115▼,-110▲
4,UFC Fight Night 27: Condit vs. Kampmann II,August 28th,Court McGee,Robert Whittaker,+170▲,+160▲
