Event,Fighter,Opponent,Opening_odds,Close_odds1,Close_odds2,Movement
UFC 194: Aldo vs. McGregor Dec 12th 2015,Yoel Romero,Ronaldo Souza,+130,+110,+120,-7%▼
UFC Fight Night 70: Machida vs. Romero Jun 27th 2015,Yoel Romero,Lyoto Machida,+145,+145,+149,+0.8%▲
UFC 178: Johnson vs. Cariaso Sep 27th 2014,Yoel Romero,Tim Kennedy,-110,+110,+123,+12%▲
UFC on FOX 11: Werdum vs. Browne Apr 19th 2014,Yoel Romero,Brad Tavares,-140,+133,+135,+26.7%▲
UFC 248: Adesanya vs. Romero Mar 7th 2020,Yoel Romero,Israel Adesanya,+145,+225,+245,+27.3%▲
UFC Fight Night 35: Rockhold vs. Philippou Jan 15th 2014,Yoel Romero,Derek Brunson,-245,-240,-210,+2.5%▲
UFC Fight Night 31: Fight For The Troops III Nov 6th 2013,Yoel Romero,Ronny Markes,-115,-165,-155,-15.1%▼
UFC on FOX 7: Henderson vs. Melendez Apr 20th 2013,Yoel Romero,Clifford Starks,-115,-175,-170,-18.5%▼
UFC on ESPN+ 36: Covington vs. Woodley Sep 19th 2020,Mara Romero Borella,Mayra Bueno Silva,+270,+215,+240,-13.1%▼
UFC on ESPN 8: Overeem vs. Harris May 16th 2020,Mara Romero Borella,Cortney Casey,+135,+140,+160,+6%▲
UFC on ESPN 5: Covington vs. Lawler Aug 3rd 2019,Mara Romero Borella,Lauren Murphy,-190,-220,-205,-3.9%▼
UFC on ESPN+ 2: Assuncao vs. Moraes 2 Feb 2nd 2019,Mara Romero Borella,Taila Santos,+160,+162,+190,+6.8%▲
UFC on FOX 27: Jacare vs. Brunson 2 Jan 27th 2018,Mara Romero Borella,Katlyn Chookagian,+125,+165,+172,+16.4%▲
UFC 216: Ferguson vs. Lee Oct 7th 2017,Mara Romero Borella,Kalindra Faria,+190,+205,+215,+6.5%▲
UFC on ESPN+ 25: Anderson vs. Blachowicz 2 Feb 15th 2020,Mara Romero Borella,Montana de La Rosa,+175,+145,+150,-10.9%▼
UFC Fight Night 203 Feb 26th 2022,Zhu Rong,Ignacio Bahamondes,+220,+170,+225,-13.1%▼
UFC Fight Night: Smith vs. Spann Sep 18th 2021,Zhu Rong,Brandon Jenkins,-200,-278,-200,-6.5%▼
UFC 261: Usman vs. Masvidal 2 Apr 24th 2021,Zhu Rong,Rodrigo Vargas,-250,-250,-210,+2.3%▲
UFC Vegas 57 Oct 1st 2022,Jesse Ronson,Joaquim Silva,+145,+103,+120,-15%▼
UFC Fight Night: UFC Fight Night 206 Apr 16th 2022,Jesse Ronson,Rafa Garcia,+140,-160,-124,-39.6%▼
UFC on ESPN 14: Whittaker vs. Till Jul 25th 2020,Jesse Ronson,Nicolas Dalby,+375,+225,+270,-36.5%▼
UFC: The Ultimate Fighter 19 Finale Jul 6th 2014,Jesse Ronson,Kevin Lee,+165,+185,+200,+9.6%▲
UFC Fight Night 36: Machida vs. Mousasi Feb 15th 2014,Jesse Ronson,Francisco Trinaldo,+145,+140,+145,-0.8%▼
UFC 165: Jones vs. Gustafsson Sep 21st 2013,Jesse Ronson,Michel Prazeres,-140,-120,-115,+7.2%▲
UFC Fight Night 75: Nelson vs. Barnett Sep 26th 2015,George Roop,Takeya Mizugaki,+175,+200,+210,+9.8%▲
UFC 175: Weidman vs. Machida Jul 5th 2014,George Roop,Rob Font,-180,-185,-185,-1%▼
UFC: The Ultimate Fighter Nations Finale Apr 16th 2014,George Roop,Dustin Kimura,+100,-160,-155,-22.5%▼
UFC Fight Night 31: Fight For The Troops III Nov 6th 2013,George Roop,Francisco Rivera,-110,+115,+125,+13.2%▲
UFC 160: Velasquez vs. Silva II May 25th 2013,George Roop,Brian Bowles,+260,+230,+265,-3.4%▼
UFC 158: St-Pierre vs. Diaz Mar 16th 2013,George Roop,Reuben Duran,-140,+105,+110,+17.6%▲
UFC on FOX 2 Jan 28th 2012,George Roop,Cub Swanson,+130,-130,-130,-30%▼
UFC 137: Penn vs. Diaz Oct 29th 2011,George Roop,Hatsu Hioki,+150,+285,+285,+35.1%▲
UFC: The Ultimate Fighter 13 Finale Jun 4th 2011,George Roop,Josh Grispi,+300,+335,+335,+8%▲
UFC Fight Night 23: Fight For The Troops II Jan 22nd 2011,George Roop,Mark Hominick,+195,+230,+230,+10.6%▲
UFC 101: Declaration Aug 8th 2009,George Roop,George Sotiropoulos,+280,+380,+380,+20.8%▲
UFC 98: Evans vs Machida May 23rd 2009,George Roop,Dave Kaplan,-130,-180,-180,-13.7%▼
UFC: The Ultimate Fighter 8 Finale Dec 13th 2008,George Roop,Shane Nelson,-110,-130,-130,-7.9%▼
UFC 166: Velasquez vs. Dos Santos III Oct 19th 2013,George Sotiropoulos,K.J. Noons,+175,+135,+135,-17%▼
UFC on FX 6: Sotiropoulos vs. Pearson Dec 14th 2012,George Sotiropoulos,Ross Pearson,-135,+175,+190,+38.5%▲
UFC 132: Cruz vs. Faber Jul 2nd 2011,George Sotiropoulos,Rafael Dos Anjos,-225,-215,-215,+1.4%▲
UFC 127: Penn vs. Fitch Feb 26th 2011,George Sotiropoulos,Dennis Siver,-280,-360,-360,-6.2%▼
UFC 123: Rampage vs. Machida Nov 20th 2010,George Sotiropoulos,Joe Lauzon,-195,-225,-225,-4.7%▼
UFC 116: Lesnar vs. Carwin Jul 3rd 2010,George Sotiropoulos,Kurt Pellegrino,-175,-158,-158,+3.8%▲
UFC 110: Nogueira vs. Velasquez Feb 21st 2010,George Sotiropoulos,Joe Stevenson,+240,+205,+205,-11.5%▼
UFC 106: Ortiz vs Griffin 2 Nov 21st 2009,George Sotiropoulos,Jason Dent,-485,-520,-520,-1.2%▼
UFC 101: Declaration Aug 8th 2009,George Sotiropoulos,George Roop,-400,-475,-475,-3.3%▼
UFC Fight Night 13: Florian vs Lauzon Apr 2nd 2008,George Sotiropoulos,Roman Mitichyan,-170,-210,-210,-7.6%▼
UFC: The Ultimate Fighter 6 Finale Dec 8th 2007,George Sotiropoulos,Billy Miles,-360,-390,-390,-1.7%▼
UFC Fight Night 135: Gaethje vs. Vick Aug 25th 2018,George Sullivan,Mickey Gall,+175,+270,+295,+28.2%▲
UFC on FOX 27: Jacare vs. Brunson 2 Jan 27th 2018,George Sullivan,Niko Price,+145,+295,+305,+38.8%▲
UFC on FOX 18: Johnson vs. Bader Jan 30th 2016,George Sullivan,Alexander Yakovlev,-135,-115,-115,+6.9%▲
UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson Jul 12th 2015,George Sullivan,Dominic Waters,-130,-250,-240,-25.6%▼
UFC on FOX 15: Machida vs. Rockhold Apr 18th 2015,George Sullivan,Tim Means,+115,+130,+135,+7.7%▲
UFC Fight Night 51: Big Foot vs. Arlovski II Sep 13th 2014,George Sullivan,Igor Araujo,+125,+115,+120,-3.2%▼
UFC on FOX 10: Henderson vs. Thomson Jan 25th 2014,George Sullivan,Mike Rhodes,+185,+235,+255,+17.4%▲
Road to UFC 2 Jun 9th 2022,George Tokkos,Mingyang Zhang,-300,-675,-599,-15.3%▼
UFC 287 Apr 8th 2023,Raul Rosas Jr,Christian Rodriquez,-250,-280,-250,-1.5%▼
UFC 282 Dec 10th 2022,Raul Rosas Jr.,Jay Perrin,-200,-300,-250,-9.2%▼
UFC Fight Night: Holloway vs. Rodriguez Nov 13th 2021,Ben Rothwell,Marcos Rogerio,-150,-178,-160,-4.5%▼
UFC Fight Night 188: Font vs. Garbrandt May 22nd 2021,Ben Rothwell,Chris Barnett,-245,-360,-333,-9.3%▼
UFC on ESPN+ 37: Moraes vs. Sandhagen Oct 10th 2020,Ben Rothwell,Marcin Tybura,-105,-152,-138,-15.5%▼
UFC on ESPN+ 29: Smith vs. Teixeira May 13th 2020,Ben Rothwell,Ovince St. Preux,+105,+125,+132,+10.5%▲
UFC on ESPN 4: Dos Anjos vs. Edwards Jul 20th 2019,Ben Rothwell,Andrei Arlovski,-215,-189,-172,+6%▲
UFC on ESPN+ 4: Lewis vs. Dos Santos Mar 9th 2019,Ben Rothwell,Blagoy Ivanov,-110,-128,-120,-5.7%▼
UFC Fight Night 86: Rothwell vs. Dos Santos Apr 10th 2016,Ben Rothwell,Junior Dos Santos,+110,-115,-105,-10%▼
UFC on FOX 18: Johnson vs. Bader Jan 30th 2016,Ben Rothwell,Josh Barnett,+145,+115,+120,-12.4%▼
UFC Fight Night 68: Henderson vs. Boetsch Jun 6th 2015,Ben Rothwell,Matt Mitrione,+125,+145,+150,+9.3%▲
UFC Fight Night 50: Souza vs. Mousasi Sep 5th 2014,Ben Rothwell,Alistair Overeem,+260,+290,+300,+8.9%▲
UFC on ESPN 7: Overeem vs. Rozenstruik Dec 7th 2019,Ben Rothwell,Stefan Struve,-145,-161,-150,-2.4%▼
UFC 164: Henderson vs. Pettis II Aug 31st 2013,Ben Rothwell,Brandon Vera,-130,-155,-140,-5.6%▼
UFC on FX 7: Belfort vs. Bisping Jan 19th 2013,Ben Rothwell,Gabriel Gonzaga,-175,+100,+105,+22.6%▲
UFC 145: Jones vs. Evans Apr 21st 2012,Ben Rothwell,Brendan Schaub,+250,+195,+195,-18.6%▼
UFC 135: Jones vs. Rampage Sep 24th 2011,Ben Rothwell,Mark Hunt,-420,-355,-355,+3.4%▲
UFC 115: Liddell vs. Franklin Jun 12th 2010,Ben Rothwell,Gilbert Yvel,-150,-185,-185,-8.2%▼
UFC 104: Machida vs Rua Oct 24th 2009,Ben Rothwell,Cain Velasquez,+200,+285,+285,+22.1%▲
UFC 257: Poirier vs. McGregor 2 Jan 23rd 2021,Khalil Rountree,Marcin Prachnio,-300,-420,-357,-6.3%▼
UFC on ESPN+ 18: Hermansson vs. Cannonier Sep 28th 2019,Khalil Rountree,Ion Cutelaba,-140,-120,-115,+7.6%▲
UFC 236: Holloway vs. Poirier 2 Apr 13th 2019,Khalil Rountree,Eryk Anders,+125,+155,+162,+13.1%▲
UFC Fight Night 140: Magny vs. Ponzinibbio Nov 17th 2018,Khalil Rountree,Johnny Walker,-285,-175,-155,+15.9%▲
UFC 226: Miocic vs. Cormier Jul 7th 2018,Khalil Rountree,Gokhan Saki,+140,+140,+152,+2.4%▲
UFC 219: Cyborg vs. Holm Dec 30th 2017,Khalil Rountree,Michal Oleksiejczuk,-260,-360,-350,-8%▼
UFC Fight Night 113: Nelson vs. Ponzinibbio Jul 16th 2017,Khalil Rountree,Paul Craig,-140,-147,-145,-1.7%▼
UFC Fight Night 104: Bermudez vs. Korean Zombie Feb 4th 2017,Khalil Rountree,Daniel Jolly,-190,-185,-175,+1.9%▲
UFC Fight Night 101: Whittaker vs. Brunson Nov 26th 2016,Khalil Rountree,Tyson Pedro,-135,-108,-105,+10%▲
UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia Jul 8th 2016,Khalil Rountree,Andrew Sanchez,+145,+130,+140,-4.3%▼
UFC Mar 12th 2022,Khalil Rountree Jr,Karl Roberson,-175,+115,+139,+29.8%▲
UFC Fight Night 213 Oct 29th 2022,Khalil Rountree Jr.,Dustin Jacoby,+160,+138,+162,-4%▼
UFC Fight Night 191 Sep 4th 2021,Khalil Rountree Jr.,Modestas Bukauskas,-150,+125,+140,+28.5%▲
UFC 207: Nunes vs. Rousey Dec 30th 2016,Ronda Rousey,Amanda Nunes,-280,-190,-190,+11.1%▲
UFC 193: Rousey vs. Holm Nov 14th 2015,Ronda Rousey,Holly Holm,-1250,-900,-750,+3.7%▲
UFC 190: Rousey vs. Correia Aug 1st 2015,Ronda Rousey,Bethe Correia,-1500,-1700,-1700,-0.7%▼
UFC 184: Rousey vs. Zingano Feb 28th 2015,Ronda Rousey,Cat Zingano,-1300,-700,-660,+6.1%▲
